a_cmd,speed_cmd,v_mean,R_meas,R_pred,rmse_circle,max_res,kappa_sign_match
-1.0,1.0,4.899436801058228,3.1266005334611764,3.0,0.0564182726442902,0.11675282650711649,1
0.2,1.0,9.810663795420295,12.50422541014707,15.633002667305881,0.054884946223550155,0.11858690943762262,1
0.4,1.0,9.666553238287207,6.110974754060287,7.8165013336529405,0.08698171090504708,0.14725547713866405,1
0.6,1.0,8.446989656172363,4.556203888161027,5.211000889101961,0.3791692005352599,0.7446503848905861,1
0.8,1.0,7.092814411800735,3.9769661989301337,3.9082506668264703,0.055933406973920935,0.22331279852763863,1
